Event.ID,Disease,Serotype,Region,Subregion,Country,Admin.level.1,Locality,Latitude,Longitude,Diagnosis.source,Diagnosis.status,Animal.type,Species,Observation Date,Report Date,Humans.affected,Human.deaths
334599,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Serbia,Severno-backi,Subotica,46.1363,19.6373,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,21/02/2022,04/11/2022,,
314368,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Groningen,Uithuizen (Gr),53.43,6.7,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,20/02/2022,22/02/2022,,
314373,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Portugal,Lisboa,A Dos Cunhados,39.131874,-9.2857,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,19/02/2022,23/02/2022,,
314434,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,Blaydon  Gateshead,54.93,-1.73,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,19/02/2022,25/02/2022,,
315049,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Wielkopolskie,Strzy ew     ,51.587231,17.971405,WOAH (former OIE),Confirmed,Domestic,Duck,19/02/2022,07/03/2022,,
321906,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Portugal,Lisboa,A Dos Cunhados,39.131874,-9.2857,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,19/02/2022,12/05/2022,,
314321,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Czech Republic,Zapadocesky,Lišice,49.613435,13.357836,WOAH (former OIE),Confirmed,Domestic,Chicken,18/02/2022,22/02/2022,,
314435,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Wales,Newtown  Montgomeryshire,52.54,-3.37,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/02/2022,25/02/2022,,
314436,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Wales,Welshpool  Montgomeryshire,52.68,-3.11,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/02/2022,25/02/2022,,
314437,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,Grimbsy  North East Lincolnshire,53.53,-0.15,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/02/2022,25/02/2022,,
314526,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Niedersachsen,Garrel,52.974,8.052,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,18/02/2022,28/02/2022,,
314103,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Portugal,Beja,Mértola,37.620824,-7.620824,WOAH (former OIE),Confirmed,Domestic,Chicken,17/02/2022,21/02/2022,,
315047,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Malopolske,Bolechowice     ,50.150956,19.787338,WOAH (former OIE),Confirmed,Domestic,Chicken,17/02/2022,07/03/2022,,
314292,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Castilla y León,Íscar,41.3459,-4.532,WOAH (former OIE),Confirmed,Domestic,Chicken,16/02/2022,22/02/2022,,
314090,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Gelderland,Putten,52.29,5.56,WOAH (former OIE),Confirmed,Domestic,Chicken,15/02/2022,18/02/2022,,
314287,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Andalucía,Niebla,37.374,-6.674,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,15/02/2022,22/02/2022,,
314288,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Andalucía,Niebla,37.364,-6.688,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,15/02/2022,22/02/2022,,
314290,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Andalucía,Carmona,37.4194,-5.7322,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,15/02/2022,22/02/2022,,
314528,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Niedersachsen,Garrel,52.981,8.073,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,15/02/2022,28/02/2022,,
316823,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Andalucía,Niebla,37.3738,-6.6742,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,15/02/2022,25/03/2022,,
316824,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Andalucía,Niebla,37.3635,-6.6877,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,15/02/2022,25/03/2022,,
314068,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Portugal,Lisboa,A Dos Cunhados,39.128166,-9.286183,WOAH (former OIE),Confirmed,Domestic,Duck,14/02/2022,17/02/2022,,
314074,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Groningen,Woltersum,53.26682,6.72565,WOAH (former OIE),Confirmed,Domestic,Chicken,14/02/2022,17/02/2022,,
314293,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Andalucía,Carmona,37.4235,-5.6942,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,14/02/2022,22/02/2022,,
314984,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,Elmswell  Mid Suffolk,52.28,0.99,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,14/02/2022,04/03/2022,,
315053,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Wielkopolskie,Ko l tków,51.836291,18.33522,WOAH (former OIE),Confirmed,Domestic,Duck,14/02/2022,07/03/2022,,
316825,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Andalucía,Carmona,37.4235,-5.6942,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,14/02/2022,25/03/2022,,
321903,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Portugal,Lisboa,A Dos Cunhados,39.128166,-9.286183,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,14/02/2022,12/05/2022,,
313670,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Lodzkie,Chlewo,51.74339,18.473189,WOAH (former OIE),Confirmed,Domestic,Duck,13/02/2022,16/02/2022,,
314296,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Andalucía,Gilena,37.2511,-4.9364,WOAH (former OIE),Confirmed,Domestic,Chicken,13/02/2022,22/02/2022,,
314453,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Italy,Lombardia,Arena Po,45.087314,9.396439,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,13/02/2022,25/02/2022,,
314981,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,Ledbury  North Herefordshire,52.03,-2.37,WOAH (former OIE),Confirmed,Domestic,Phasianidae (Unidentified):Phasianidae (Incognita)(Phasianidae),12/02/2022,04/03/2022,,
313507,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Niedersachsen,Spahnharrenstätte,52.87,7.59,WOAH (former OIE),Confirmed,Domestic,Chicken,11/02/2022,14/02/2022,,
313517,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Andalucía,El Viso del Alcor,37.389,-5.7312,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,11/02/2022,15/02/2022,,
313519,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Andalucía,Gilena,37.2439,-4.9146,WOAH (former OIE),Confirmed,Domestic,Chicken,11/02/2022,15/02/2022,,
314095,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Italy,Toscana,Montemurlo,43.929291,11.062306,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,11/02/2022,18/02/2022,,
314289,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Andalucía,El Viso del Alcor,37.389,-5.7312,WOAH (former OIE),Confirmed,Domestic,Chicken,11/02/2022,22/02/2022,,
314295,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Andalucía,Gilena,37.2439,-4.9146,WOAH (former OIE),Confirmed,Domestic,Chicken,11/02/2022,22/02/2022,,
313408,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Denmark,Vestsjaelland,Søtofte,55.5166,11.6902,WOAH (former OIE),Confirmed,Domestic,Chicken,10/02/2022,11/02/2022,,
313411,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Portugal,Lisboa,A Dos Cunhados,39.138111,-9.306278,WOAH (former OIE),Confirmed,Domestic,Chicken,10/02/2022,11/02/2022,,
313504,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Romania,Ialomita,TANDAREI,44.640107,27.636777,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,10/02/2022,14/02/2022,,
313626,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,GABAT,43.393147,-1.013451,WOAH (former OIE),Confirmed,Domestic,Duck,10/02/2022,15/02/2022,,
321904,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Portugal,Lisboa,A Dos Cunhados,39.138111,-9.306278,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,10/02/2022,12/05/2022,,
313512,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Heves,Poroszló,47.64624,20.66147,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,09/02/2022,15/02/2022,,
313518,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Andalucía,Niebla,37.3729,-6.6663,WOAH (former OIE),Confirmed,Domestic,Turkey,09/02/2022,15/02/2022,,
313627,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Pays-de-la-Loire,MACHE,46.781451,-1.71264,WOAH (former OIE),Confirmed,Domestic,Duck,09/02/2022,15/02/2022,,
314186,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,Wooler  Berwick Upon Tweed,55.54,-2.03,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,09/02/2022,18/02/2022,,
314294,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Andalucía,Niebla,37.3729,-6.6663,WOAH (former OIE),Confirmed,Domestic,Turkey,09/02/2022,22/02/2022,,
313186,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Gelderland,Eefde,52.15942,6.24741,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,08/02/2022,10/02/2022,,
313187,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Gelderland,Hierden,52.34671,5.66425,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,08/02/2022,10/02/2022,,
313197,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Portugal,Lisboa,A Dos Cunhados,39.140375,-9.305293,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,08/02/2022,10/02/2022,,
313267,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Italy,Lombardia,Italy,45.089934,9.380432,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,08/02/2022,11/02/2022,,
313405,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Czech Republic,Stredocesky,Masojedy,50.026515,14.777207,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,08/02/2022,11/02/2022,,
314069,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Pomorskie,Buchowo,53.583,17.1983,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,08/02/2022,17/02/2022,,
314291,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Andalucía,Carmona,37.4234,-5.7708,WOAH (former OIE),Confirmed,Domestic,Turkey,08/02/2022,22/02/2022,,
321290,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Pomorskie,Buchowo,53.583,17.1983,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,08/02/2022,29/04/2022,,
321905,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Portugal,Lisboa,A Dos Cunhados,39.140375,-9.305293,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,08/02/2022,12/05/2022,,
313193,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Andalucía,Trigueros,37.3735,-6.788,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,07/02/2022,10/02/2022,,
313195,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Andalucía,Carmona,37.4175,-5.7299,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,07/02/2022,10/02/2022,,
313196,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Castilla y León,Íscar,41.3517,-4.5334,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,07/02/2022,10/02/2022,,
313521,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Castilla y León,Íscar,41.3517,-4.5334,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,07/02/2022,15/02/2022,,
313628,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,SAINT-CRICQ-VILLENEUVE,43.886155,-0.352133,WOAH (former OIE),Confirmed,Domestic,Duck,07/02/2022,15/02/2022,,
314297,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Andalucía,Carmona,37.4175,-5.7299,WOAH (former OIE),Confirmed,Domestic,Turkey,07/02/2022,22/02/2022,,
314298,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Castilla y León,Íscar,41.3517,-4.5334,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,07/02/2022,22/02/2022,,
314419,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,Holy Island  Berwick Upon Tweed,55.166667,-2,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,07/02/2022,18/02/2022,,
316821,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Andalucía,Carmona,37.4175,-5.7299,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,07/02/2022,25/03/2022,,
313194,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Andalucía,Niebla,37.3749,-6.6616,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,06/02/2022,10/02/2022,,
313520,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Andalucía,Niebla,37.3749,-6.6616,WOAH (former OIE),Confirmed,Domestic,Turkey,06/02/2022,15/02/2022,,
313506,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Russian Federation,Stavropolskiy Kray,agroplus 2_novotroitskaya,45.395391,41.517486,WOAH (former OIE),Confirmed,Domestic,Turkey,05/02/2022,14/02/2022,,
314070,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Kujawsko-Pomorskie,Du a Cerkwica,53.537679,17.568015,WOAH (former OIE),Confirmed,Domestic,Duck,05/02/2022,17/02/2022,,
314071,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Kujawsko-Pomorskie,Marcinkowo     ,52.796066,18.359344,WOAH (former OIE),Confirmed,Domestic,Chicken,05/02/2022,17/02/2022,,
317195,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Russian Federation,Stavropolskiy Kray,agroplus 2_novotroitskaya,45.395391,41.517486,WOAH (former OIE),Confirmed,Domestic,Turkey,05/02/2022,29/03/2022,,
312797,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Portugal,Lisboa,A Dos Cunhados,39.140842,-9.296611,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,04/02/2022,06/02/2022,,
312840,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Mecklenburg-Vorpommern,Satow,54.02,11.95,WOAH (former OIE),Confirmed,Domestic,Chicken,04/02/2022,07/02/2022,,
314094,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Italy,Toscana,Vernio,44.043697,11.153191,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,04/02/2022,18/02/2022,,
321908,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Portugal,Lisboa,A Dos Cunhados,39.140842,-9.296611,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,04/02/2022,12/05/2022,,
344532,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Cataluña/Catalunya,Arbeca,41.561837,0.923991,WOAH (former OIE),Confirmed,Domestic,Turkey,04/02/2022,10/02/2023,,
312934,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Czech Republic,Zapadocesky,Lišice,49.613516,13.359422,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,02/02/2022,08/02/2022,,
312859,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Russian Federation,Stavropolskiy Kray,AgroPlus 5_Kamennobrodskaya,45.19107,41.504423,WOAH (former OIE),Confirmed,Domestic,Turkey,01/02/2022,08/02/2022,,
313576,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,SEVIGNACQ,43.451379,-0.274507,WOAH (former OIE),Confirmed,Domestic,Duck,01/02/2022,15/02/2022,,
313610,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,BAIGTS-DE-BEARN,43.535375,-0.839699,WOAH (former OIE),Confirmed,Domestic,Duck,01/02/2022,15/02/2022,,
313611,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Midi-Pyrenees,MANCIET,43.831199,0.036111,WOAH (former OIE),Confirmed,Domestic,Duck,01/02/2022,15/02/2022,,
313614,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,VIELLE-SOUBIRAN,44.065693,-0.163058,WOAH (former OIE),Confirmed,Domestic,Chicken,01/02/2022,15/02/2022,,
313630,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,BENQUET,43.792581,-0.508444,WOAH (former OIE),Confirmed,Domestic,Chicken,01/02/2022,15/02/2022,,
317194,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Russian Federation,Stavropolskiy Kray,AgroPlus 5_Kamennobrodskaya,45.19107,41.504423,WOAH (former OIE),Confirmed,Domestic,Turkey,01/02/2022,29/03/2022,,
312724,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Gelderland,Vuren,51.86,5.08,WOAH (former OIE),Confirmed,Domestic,Chicken,31/01/2022,03/02/2022,,
312860,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Russian Federation,Stavropolskiy Kray,agroplus 3_novotroitskaya,45.402999,41.521164,WOAH (former OIE),Confirmed,Domestic,Turkey,31/01/2022,08/02/2022,,
312861,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Russian Federation,Stavropolskiy Kray,AgroPlus 6_Kamennobrodskaya,45.196136,41.505517,WOAH (former OIE),Confirmed,Domestic,Turkey,31/01/2022,08/02/2022,,
313601,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,AMOU,43.60338,-0.77802,WOAH (former OIE),Confirmed,Domestic,Chicken,31/01/2022,15/02/2022,,
313615,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,GABASTON,43.375043,-0.221436,WOAH (former OIE),Confirmed,Domestic,Duck,31/01/2022,15/02/2022,,
313616,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,LOURQUEN,43.727458,-0.781418,WOAH (former OIE),Confirmed,Domestic,Chicken,31/01/2022,15/02/2022,,
313617,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,PERQUIE,43.885962,-0.273873,WOAH (former OIE),Confirmed,Domestic,Duck,31/01/2022,15/02/2022,,
317196,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Russian Federation,Stavropolskiy Kray,agroplus 3_novotroitskaya,45.402999,41.521164,WOAH (former OIE),Confirmed,Domestic,Turkey,31/01/2022,29/03/2022,,
317197,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Russian Federation,Stavropolskiy Kray,AgroPlus 6_Kamennobrodskaya,45.196136,41.505517,WOAH (former OIE),Confirmed,Domestic,Turkey,31/01/2022,29/03/2022,,
323591,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,Fakenham  North Norfolk,52.82,0.88,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,31/01/2022,27/05/2022,,
312487,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Flevoland,Biddinghuizen,52.43,5.61,WOAH (former OIE),Confirmed,Domestic,Duck,30/01/2022,02/02/2022,,
313569,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,LASCLAVERIES,43.427773,-0.289005,WOAH (former OIE),Confirmed,Domestic,Duck,30/01/2022,15/02/2022,,
313592,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,AUGA,43.471655,-0.369209,WOAH (former OIE),Confirmed,Domestic,Duck,30/01/2022,15/02/2022,,
313570,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,CAZALIS,43.630767,-0.663599,WOAH (former OIE),Confirmed,Domestic,Duck,29/01/2022,15/02/2022,,
313594,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,ATHOS-ASPIS,43.413096,-0.965794,WOAH (former OIE),Confirmed,Domestic,Duck,29/01/2022,15/02/2022,,
313595,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,SAINT-GIRONS-EN-BEARN,43.55422,-0.82956,WOAH (former OIE),Confirmed,Domestic,Duck,29/01/2022,15/02/2022,,
313603,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,CASSEN,43.760245,-0.880938,WOAH (former OIE),Confirmed,Domestic,Duck,29/01/2022,15/02/2022,,
313604,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,LAHOSSE,43.717479,-0.79052,WOAH (former OIE),Confirmed,Domestic,Duck,29/01/2022,15/02/2022,,
313605,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,MIMBASTE,43.646975,-0.94108,WOAH (former OIE),Confirmed,Domestic,Duck,29/01/2022,15/02/2022,,
313607,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,VIGNAU,43.770615,-0.298532,WOAH (former OIE),Confirmed,Domestic,Duck,29/01/2022,15/02/2022,,
313619,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,TOULOUZETTE,43.756134,-0.680267,WOAH (former OIE),Confirmed,Domestic,Duck,29/01/2022,15/02/2022,,
312488,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Germany,Nordrhein-Westfalen,Wipperfürth,51.11,7.4,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,28/01/2022,02/02/2022,,
312696,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Andalucía,Villarrasa,37.4095,-6.599,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,28/01/2022,03/02/2022,,
313516,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Spain,Andalucía,Villarrasa,37.4095,-6.599,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,28/01/2022,15/02/2022,,
313571,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,RIVEHAUTE,43.349843,-0.869897,WOAH (former OIE),Confirmed,Domestic,Duck,28/01/2022,15/02/2022,,
313574,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,CASTEIDE-CANDAU,43.523551,-0.554303,WOAH (former OIE),Confirmed,Domestic,Duck,28/01/2022,15/02/2022,,
313585,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,ARBOUCAVE,43.606634,-0.435226,WOAH (former OIE),Confirmed,Domestic,Chicken,28/01/2022,15/02/2022,,
313593,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,TILH,43.594954,-0.836768,WOAH (former OIE),Confirmed,Domestic,Duck,28/01/2022,15/02/2022,,
313596,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,SAINT-BOES,43.53171,-0.806624,WOAH (former OIE),Confirmed,Domestic,Duck,28/01/2022,15/02/2022,,
313597,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,ATHOS-ASPIS,43.408141,-0.97403,WOAH (former OIE),Confirmed,Domestic,Duck,28/01/2022,15/02/2022,,
313600,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,MUGRON,43.743141,-0.762487,WOAH (former OIE),Confirmed,Domestic,Duck,28/01/2022,15/02/2022,,
313608,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,LOURQUEN,43.730637,-0.784706,WOAH (former OIE),Confirmed,Domestic,Duck,28/01/2022,15/02/2022,,
313609,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,SOUPROSSE,43.762204,-0.725026,WOAH (former OIE),Confirmed,Domestic,Duck,28/01/2022,15/02/2022,,
313618,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,AIRE-SUR-L'ADOUR,43.67906,-0.295481,WOAH (former OIE),Confirmed,Domestic,Chicken,28/01/2022,15/02/2022,,
313659,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,PAYROS-CAZAUTETS,43.624463,-0.389132,WOAH (former OIE),Confirmed,Domestic,Duck,28/01/2022,15/02/2022,,
313660,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,BATS,43.659775,-0.45564,WOAH (former OIE),Confirmed,Domestic,Unspecified Bird,28/01/2022,15/02/2022,,
313661,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,BATS,43.663788,-0.457087,WOAH (former OIE),Confirmed,Domestic,Duck,28/01/2022,15/02/2022,,
313662,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,BATS,43.637127,-0.452853,WOAH (former OIE),Confirmed,Domestic,Duck,28/01/2022,15/02/2022,,
313572,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,POYARTIN,43.680208,-0.832857,WOAH (former OIE),Confirmed,Domestic,Duck,27/01/2022,15/02/2022,,
313573,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,ANDREIN,43.402084,-0.888675,WOAH (former OIE),Confirmed,Domestic,Duck,27/01/2022,15/02/2022,,
313598,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,DOAZIT,43.708304,-0.664819,WOAH (former OIE),Confirmed,Domestic,Chicken,27/01/2022,15/02/2022,,
313599,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,DOAZIT,43.701048,-0.65572,WOAH (former OIE),Confirmed,Domestic,Duck,27/01/2022,15/02/2022,,
313602,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,SAINT-AUBIN,43.724305,-0.747376,WOAH (former OIE),Confirmed,Domestic,Duck,27/01/2022,15/02/2022,,
313606,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Aquitaine,TOULOUZETTE,43.760588,-0.661294,WOAH (former OIE),Confirmed,Domestic,Duck,27/01/2022,15/02/2022,,
